start_t,server_id,count
54900,13,29
54900,14,1
54900,2,18
54900,4,5
54900,5,2
54900,6,20
54900,7,188
54960,1,150
54960,10,45
54960,11,4
54960,12,37
54960,13,19
54960,2,54
54960,4,7
54960,5,2
54960,6,33
54960,7,229
55020,1,38
55020,10,4
55020,11,2
55020,12,1
55020,13,49
55020,2,9
55020,4,13
55020,6,8
55020,7,207
55080,1,50
55080,10,13
55080,13,23
55080,2,22
55080,4,15
55080,7,257
55140,1,54
55140,12,7
55140,13,6
55140,2,11
55140,4,2
55140,7,244
55200,1,90
55200,11,6
55200,12,3
55200,13,19
55200,2,4
55200,4,21
55200,6,3
55200,7,288
55260,1,115
55260,10,1
55260,11,30
55260,12,1
55260,13,5
55260,2,5
55260,4,11
55260,6,2
55260,7,267
55320,1,92
55320,10,4
55320,11,20
55320,13,42
55320,2,1
55320,4,5
55320,7,172
55380,1,88
55380,10,1
55380,11,3
55380,13,25
55380,2,3
55380,4,8
55380,7,158
55440,1,60
55440,11,2
55440,13,5
55440,2,10
55440,4,13
55440,6,2
55440,7,163
55500,1,135
55500,11,11
55500,13,5
55500,2,23
55500,4,12
55500,7,214
55560,1,173
55560,11,8
55560,12,8
55560,13,20
55560,2,26
55560,4,18
55560,7,270
55620,1,358
55620,10,4
55620,11,15
55620,12,16
55620,13,45
55620,2,10
55620,4,15
55620,7,214
55680,1,311
55680,10,13
55680,11,22
55680,12,2
55680,13,45
55680,14,1
55680,2,7
55680,4,8
55680,6,3
55680,7,324
55740,1,206
55740,10,15
55740,11,8
55740,12,1
55740,13,69
55740,2,8
55740,4,7
55740,7,447
55800,1,190
55800,10,4
55800,11,3
55800,12,32
55800,13,41
55800,14,1
55800,2,19
55800,4,5
55800,5,11
55800,6,6
55800,7,215
55860,1,251
55860,10,2
55860,11,26
55860,12,10
55860,13,51
55860,2,16
55860,4,1
55860,5,4
55860,6,44
55860,7,374
55920,1,252
55920,10,4
55920,11,10
55920,13,79
55920,2,4
55920,4,4
55920,5,3
55920,6,10
55920,7,229
55980,1,332
55980,10,8
55980,11,1
55980,12,14
55980,13,62
55980,2,7
55980,4,1
55980,5,2
55980,6,14
55980,7,353
56040,1,240
56040,10,3
56040,12,33
56040,13,58
56040,14,1
56040,2,12
56040,4,2
56040,6,23
56040,7,427
56100,1,253
56100,10,8
56100,12,11
56100,13,34
56100,2,15
56100,4,1
56100,5,2
56100,6,40
56100,7,422
56160,1,147
56160,10,8
56160,11,5
56160,12,9
56160,13,77
56160,14,2
56160,2,40
56160,4,2
56160,6,19
56160,7,493
56220,1,109
56220,10,10
56220,12,17
56220,13,85
56220,2,30
56220,4,4
56220,6,15
56220,7,267
56280,1,103
56280,10,7
56280,12,12
56280,13,73
56280,14,14
56280,2,10
56280,4,2
56280,7,332
56340,1,75
56340,10,8
56340,12,9
56340,13,28
56340,14,3
56340,2,43
56340,4,1
56340,6,1
56340,7,267
56400,1,97
56400,10,37
56400,12,5
56400,13,37
56400,2,59
56400,7,215
56460,1,85
56460,10,13
56460,12,3
56460,13,15
56460,2,60
56460,7,183
56460,9,1
56520,1,88
56520,10,11
56520,11,1
56520,12,1
56520,13,7
56520,2,4
56520,7,132
56580,1,61
56580,10,17
56580,13,3
56580,2,3
56580,6,9
56580,7,58
56640,1,122
56640,11,1
56640,13,7
56640,2,20
56640,4,2
56640,7,169
56700,1,145
56700,13,10
56700,2,25
56700,4,4
56700,7,295
56760,1,111
56760,11,1
56760,13,21
56760,2,6
56760,4,2
56760,7,249
56820,1,68
56820,11,2
56820,13,6
56820,2,2
56820,4,3
56820,6,1
56820,7,106
56880,1,52
56880,11,2
56880,13,1
56880,2,6
56880,4,2
56880,6,5
56880,7,119
56940,1,126
56940,12,3
56940,13,20
56940,2,14
56940,4,1
56940,7,162
56940,9,1
57000,1,133
57000,10,13
57000,11,1
57000,12,4
57000,13,41
57000,2,3
57000,4,4
57000,5,7
57000,6,1
57000,7,203
57060,1,231
57060,10,4
57060,11,8
57060,12,6
57060,13,25
57060,2,3
57060,4,8
57060,5,5
57060,7,194
57060,9,2
57120,1,156
57120,10,4
57120,11,20
57120,12,25
57120,13,38
57120,2,16
57120,4,23
57120,5,2
57120,6,1
57120,7,138
57120,9,17
57180,1,283
57180,10,24
57180,12,60
57180,13,73
57180,14,9
57180,2,3
57180,4,13
57180,5,1
57180,7,300
57180,9,81
57240,1,244
57240,10,12
57240,12,10
57240,13,49
57240,14,17
57240,4,39
57240,5,3
57240,6,4
57240,7,222
57240,9,70
57300,1,138
57300,10,19
57300,11,26
57300,12,18
57300,13,34
57300,14,32
57300,2,19
57300,4,12
57300,6,1
57300,7,285
57300,9,13
57360,1,138
57360,10,8
57360,11,4
57360,12,10
57360,13,63
57360,14,19
57360,2,46
57360,4,3
57360,5,6
57360,6,6
57360,7,387
57420,1,185
57420,10,22
57420,11,3
57420,12,10
57420,13,18
57420,14,9
57420,2,10
57420,4,3
57420,5,1
57420,6,3
57420,7,87
57420,9,2
57480,1,107
57480,10,49
57480,11,25
57480,12,15
57480,13,37
57480,14,7
57480,4,34
57480,7,194
57480,9,2
57540,1,83
57540,10,17
57540,11,1
57540,12,16
57540,13,44
57540,14,3
57540,4,3
57540,5,6
57540,7,214
57540,9,8
57600,1,88
57600,10,1
57600,12,149
57600,13,6
57600,14,5
57600,4,4
57600,6,3
57600,7,205
57600,9,1
57660,1,181
57660,11,41
57660,12,9
57660,13,32
57660,14,8
57660,2,1
57660,4,5
57660,6,5
57660,7,62
57660,9,5
57720,1,165
57720,10,2
57720,11,1
57720,12,1
57720,13,5
57720,14,3
57720,2,11
57720,5,1
57720,7,79
57780,1,126
57780,11,3
57780,12,2
57780,13,2
57780,2,8
57780,5,5
57780,6,1
57780,7,75
57840,1,83
57840,13,7
57840,2,7
57840,7,75
57840,9,1
57900,1,57
57900,12,3
57900,13,1
57900,14,10
57900,2,3
57900,7,11
57960,1,108
57960,10,1
57960,4,1
57960,6,1
57960,7,4
58020,1,94
58020,13,5
58020,2,17
58020,4,2
58020,7,14
58080,1,47
58080,11,1
58080,13,3
58080,2,5
58080,7,28
58140,1,100
58140,10,2
58140,12,3
58140,13,8
58140,14,1
58140,2,5
58140,7,49
58200,1,50
58200,11,6
58200,13,2
58200,14,2
58200,2,25
58200,4,3
58200,7,40
58260,1,31
58260,11,34
58260,13,3
58260,14,1
58260,2,13
58260,7,10
58260,9,1
58320,1,48
58320,12,1
58320,13,4
58320,2,7
58320,7,81
58380,1,53
58380,11,1
58380,13,3
58380,14,1
58380,2,7
58380,7,106
58440,1,73
58440,11,2
58440,13,4
58440,14,1
58440,2,52
58440,7,154
58500,1,158
58500,12,2
58500,13,2
58500,14,11
58500,2,3
58500,6,1
58500,7,147
58560,1,179
58560,10,3
58560,13,21
58560,14,2
58560,2,8
58560,6,3
58560,7,292
58560,9,7
58620,1,192
58620,10,10
58620,11,1
58620,12,2
58620,13,28
58620,14,4
58620,6,3
58620,7,323
58680,1,221
58680,10,8
58680,11,4
58680,12,1
58680,13,9
58680,14,3
58680,2,2
58680,5,3
58680,6,2
58680,7,116
58740,1,146
58740,11,5
58740,13,39
58740,14,1
58740,2,1
58740,4,1
58740,6,1
58740,7,178
58800,1,87
58800,10,5
58800,11,14
58800,12,28
58800,13,12
58800,2,2
58800,4,1
58800,6,3
58800,7,172
58800,9,3
58860,1,81
58860,11,2
58860,12,1
58860,13,26
58860,14,5
58860,2,6
58860,4,2
58860,5,5
58860,7,204
58920,1,176
58920,10,1
58920,11,22
58920,12,2
58920,13,9
58920,14,46
58920,2,2
58920,5,4
58920,7,90
58980,1,44
58980,10,8
58980,11,1
58980,12,3
58980,13,15
58980,14,8
58980,2,21
58980,5,12
58980,6,5
58980,7,38
58980,9,3
59040,1,97
59040,11,6
59040,12,4
59040,13,23
59040,14,2
59040,2,10
59040,4,2
59040,5,12
59040,6,1
59040,7,125
59040,9,3
59100,1,37
59100,10,3
59100,12,2
59100,13,21
59100,2,22
59100,5,2
59100,6,4
59100,7,110
59100,9,5
59160,1,18
59160,12,6
59160,13,42
59160,14,6
59160,4,24
59160,5,22
59160,6,2
59160,7,215
59160,9,24
59220,1,1
59220,10,5
59220,12,4
59220,13,29
59220,2,8
59220,4,2
59220,5,5
59220,6,3
59220,7,201
59220,9,8
59280,1,36
59280,10,2
59280,11,1
59280,12,1
59280,13,20
59280,14,1
59280,2,24
59280,4,6
59280,5,4
59280,6,4
59280,7,161
59280,9,25
59340,1,21
59340,11,1
59340,13,13
59340,2,5
59340,7,241
59340,9,6
59400,1,35
59400,10,1
59400,13,13
59400,14,1
59400,2,6
59400,5,3
59400,7,108
59460,1,22
59460,12,3
59460,13,37
59460,7,149
59520,1,5
59520,13,11
59520,2,20
59520,7,213
59580,1,89
59580,13,3
59580,14,4
59580,2,9
59580,7,164
59640,1,95
59640,10,5
59640,11,1
59640,12,1
59640,13,2
59640,14,7
59640,2,2
59640,7,182
59700,1,73
59700,10,1
59700,12,8
59700,13,3
59700,2,9
59700,4,7
59700,6,2
59700,7,202
59760,1,57
59760,11,7
59760,12,3
59760,13,3
59760,14,2
59760,2,19
59760,7,128
59820,1,32
59820,11,15
59820,13,5
59820,14,2
59820,2,17
59820,7,86
59880,1,39
59880,11,13
59880,12,5
59880,13,7
59880,14,4
59880,2,3
59880,5,1
59880,7,318
59940,1,68
59940,10,3
59940,11,12
59940,12,11
59940,13,8
59940,14,4
59940,2,4
59940,4,5
59940,5,2
59940,7,183
60000,1,26
60000,11,17
60000,12,23
60000,13,17
60000,2,1
60000,4,9
60000,5,2
60000,6,3
60000,7,234
60060,1,85
60060,10,7
60060,11,24
60060,12,6
60060,13,37
60060,14,9
60060,4,7
60060,5,12
60060,6,10
60060,7,257
60060,9,12
60120,1,77
60120,10,3
60120,11,4
60120,12,3
60120,13,10
60120,14,16
60120,2,2
60120,4,9
60120,5,15
60120,6,35
60120,7,235
60120,9,2
60180,1,265
60180,10,4
60180,11,4
60180,12,19
60180,13,56
60180,14,4
60180,2,22
60180,4,7
60180,5,6
60180,6,53
60180,7,305
60240,1,115
60240,10,8
60240,11,2
60240,12,8
60240,13,36
60240,14,8
60240,2,1
60240,4,2
60240,6,8
60240,7,268
60240,9,1
60300,1,147
60300,10,30
60300,11,7
60300,12,51
60300,13,71
60300,14,33
60300,2,1
60300,4,15
60300,5,6
60300,6,5
60300,7,326
60300,9,19
60360,1,72
60360,10,11
60360,11,17
60360,12,25
60360,13,35
60360,14,6
60360,2,49
60360,4,22
60360,5,3
60360,6,5
60360,7,244
60360,9,105
60420,1,137
60420,10,13
60420,11,6
60420,12,20
60420,13,43
60420,14,1
60420,2,9
60420,4,3
60420,5,4
60420,6,1
60420,7,172
60420,9,11
60480,1,123
60480,10,6
60480,11,1
60480,12,23
60480,13,97
60480,14,5
60480,4,19
60480,5,18
60480,6,20
60480,7,274
60480,9,45
60540,1,55
60540,10,50
60540,11,2
60540,12,17
60540,13,41
60540,14,2
60540,4,8
60540,5,20
60540,6,1
60540,7,246
60540,9,10
60600,1,167
60600,10,8
60600,11,1
60600,12,19
60600,13,25
60600,14,1
60600,4,10
60600,5,3
60600,6,28
60600,7,280
60600,9,15
60660,1,101
60660,10,3
60660,12,7
60660,13,28
60660,14,6
60660,4,6
60660,6,11
60660,7,284
60660,9,10
60720,1,3
60720,10,4
60720,12,2
60720,13,40
60720,14,1
60720,5,1
60720,6,18
60720,7,246
60720,9,1
60780,1,71
60780,10,1
60780,12,1
60780,13,24
60780,14,8
60780,4,3
60780,6,6
60780,7,89
60840,1,50
60840,12,10
60840,13,15
60840,14,10
60840,4,6
60840,6,1
60840,7,82
60900,1,3
60900,12,2
60900,13,6
60900,4,6
60900,6,3
60900,7,114
60960,1,5
60960,11,3
60960,13,14
60960,5,1
60960,6,3
60960,7,189
61020,1,21
61020,11,9
61020,12,13
61020,13,38
61020,14,4
61020,7,165
61080,1,6
61080,11,2
61080,12,1
61080,13,14
61080,14,1
61080,5,1
61080,7,100
61140,1,26
61140,10,5
61140,11,15
61140,12,7
61140,13,8
61140,14,5
61140,4,1
61140,7,142
61200,1,18
61200,11,7
61200,12,19
61200,13,3
61200,14,4
61200,4,3
61200,5,4
61200,7,182
61260,1,72
61260,10,2
61260,11,9
61260,12,4
61260,13,9
61260,14,17
61260,7,81
61320,1,94
61320,10,17
61320,11,13
61320,12,6
61320,13,23
61320,14,24
61320,2,1
61320,4,1
61320,5,2
61320,6,4
61320,7,131
61320,9,4
61380,1,204
61380,10,9
61380,11,5
61380,12,2
61380,13,20
61380,14,29
61380,2,1
61380,4,5
61380,5,1
61380,7,274
61380,9,2
61440,1,136
61440,10,4
61440,11,7
61440,12,5
61440,13,30
61440,14,4
61440,2,2
61440,4,11
61440,5,1
61440,6,22
61440,7,231
61500,1,165
61500,10,7
61500,12,19
61500,13,26
61500,14,13
61500,2,1
61500,4,7
61500,5,9
61500,6,5
61500,7,348
61560,1,250
61560,10,5
61560,11,15
61560,12,5
61560,13,25
61560,14,7
61560,2,2
61560,4,28
61560,5,19
61560,6,30
61560,7,459
61620,1,261
61620,10,8
61620,11,53
61620,12,36
61620,13,37
61620,14,7
61620,4,12
61620,5,4
61620,6,28
61620,7,403
61620,9,3
61680,1,258
61680,10,14
61680,11,48
61680,12,34
61680,13,39
61680,14,6
61680,2,9
61680,4,9
61680,5,8
61680,7,371
61680,9,16
61740,1,278
61740,10,17
61740,11,27
61740,12,35
61740,13,27
61740,14,1
61740,4,4
61740,6,9
61740,7,312
61740,9,8
61800,1,184
61800,10,26
61800,11,5
61800,12,30
61800,13,27
61800,14,21
61800,5,8
61800,7,256
61800,9,5
61860,1,309
61860,10,23
61860,11,2
61860,12,10
61860,13,23
61860,14,25
61860,2,1
61860,4,8
61860,5,3
61860,6,1
61860,7,344
61860,9,2
61920,1,279
61920,10,15
61920,12,9
61920,13,45
61920,14,7
61920,2,14
61920,4,4
61920,5,7
61920,6,41
61920,7,155
61980,1,195
61980,10,43
61980,12,7
61980,13,26
61980,14,8
61980,2,11
61980,4,12
61980,5,5
61980,6,58
61980,7,210
62040,1,184
62040,10,47
62040,12,27
62040,13,39
62040,14,10
62040,2,5
62040,4,13
62040,5,1
62040,6,50
62040,7,106
62100,1,131
62100,10,23
62100,12,31
62100,13,22
62100,14,28
62100,2,3
62100,4,8
62100,5,6
62100,6,9
62100,7,190
62100,9,1
62160,1,109
62160,10,20
62160,12,3
62160,13,22
62160,14,5
62160,2,1
62160,4,4
62160,5,9
62160,6,1
62160,7,119
62160,9,9
62220,1,77
62220,10,1
62220,12,1
62220,2,3
62220,5,2
62220,7,82
62220,9,1
62280,1,81
62280,11,1
62280,14,2
62280,2,12
62280,5,2
62280,6,12
62280,7,133
62280,9,3
62340,1,49
62340,11,1
62340,13,1
62340,14,6
62340,2,3
62340,4,1
62340,5,4
62340,6,4
62340,7,33
62340,9,2
62400,1,51
62400,10,5
62400,13,1
62400,14,1
62400,2,17
62400,4,2
62400,5,17
62400,7,184
62400,9,1
62460,1,95
62460,11,2
62460,13,5
62460,2,28
62460,6,1
62460,7,142
62460,9,2
62520,1,18
62520,11,11
62520,13,3
62520,2,2
62520,6,2
62520,7,88
62520,9,1
62580,11,11
62580,12,8
62580,13,1
62580,2,3
62580,5,1
62580,7,57
62580,9,1
62640,1,2
62640,11,6
62640,12,21
62640,13,10
62640,14,4
62640,2,2
62640,4,2
62640,5,4
62640,7,88
62700,1,33
62700,11,1
62700,12,11
62700,13,11
62700,14,5
62700,2,3
62700,5,1
62700,6,2
62700,7,38
62760,1,230
62760,10,22
62760,11,10
62760,12,4
62760,13,30
62760,14,1
62760,5,4
62760,7,78
62820,1,238
62820,10,13
62820,11,23
62820,12,10
62820,13,24
62820,14,13
62820,2,7
62820,5,9
62820,6,2
62820,7,166
62820,9,3
62880,1,147
62880,10,3
62880,11,23
62880,12,1
62880,13,12
62880,14,4
62880,2,43
62880,4,22
62880,5,5
62880,7,166
62880,9,1
62940,1,282
62940,10,12
62940,11,27
62940,12,8
62940,13,75
62940,14,17
62940,2,1
62940,4,17
62940,5,14
62940,6,1
62940,7,259
62940,9,12
63000,1,307
63000,10,42
63000,11,31
63000,12,8
63000,13,16
63000,14,18
63000,4,30
63000,5,2
63000,6,8
63000,7,248
63000,9,4
63060,1,379
63060,10,27
63060,11,22
63060,12,10
63060,13,50
63060,14,36
63060,2,3
63060,4,9
63060,5,11
63060,6,5
63060,7,329
63120,1,369
63120,10,11
63120,11,6
63120,12,9
63120,13,40
63120,14,35
63120,2,24
63120,4,22
63120,5,23
63120,6,7
63120,7,309
63180,1,237
63180,10,6
63180,11,28
63180,12,13
63180,13,22
63180,14,149
63180,2,17
63180,4,4
63180,5,6
63180,6,11
63180,7,325
63180,9,9
63240,1,170
63240,10,23
63240,11,10
63240,12,14
63240,13,47
63240,14,70
63240,2,1
63240,4,1
63240,6,2
63240,7,344
63300,1,198
63300,10,45
63300,12,47
63300,13,25
63300,14,26
63300,2,6
63300,4,3
63300,6,2
63300,7,267
63360,1,237
63360,10,32
63360,11,1
63360,12,17
63360,13,2
63360,14,48
63360,2,5
63360,4,5
63360,6,5
63360,7,339
63420,1,233
63420,10,37
63420,12,24
63420,14,14
63420,2,17
63420,4,8
63420,6,40
63420,7,343
63420,9,79
63480,1,157
63480,10,25
63480,11,3
63480,12,8
63480,14,2
63480,2,37
63480,4,18
63480,6,1
63480,7,289
63480,9,40
63540,1,148
63540,10,68
63540,12,13
63540,14,5
63540,2,59
63540,4,38
63540,5,19
63540,6,2
63540,7,243
63540,9,81
63600,1,112
63600,10,16
63600,11,1
63600,12,7
63600,13,2
63600,14,16
63600,2,7
63600,4,8
63600,6,6
63600,7,292
63600,9,10
63660,1,226
63660,12,6
63660,13,8
63660,14,1
63660,2,52
63660,5,15
63660,6,4
63660,7,152
63660,9,12
63720,1,68
63720,10,6
63720,11,3
63720,12,13
63720,13,24
63720,14,2
63720,2,1
63720,4,1
63720,6,1
63720,7,71
63780,1,88
63780,11,6
63780,12,1
63780,13,7
63780,14,1
63780,7,108
63840,1,93
63840,11,3
63840,13,5
63840,14,1
63840,2,3
63840,6,1
63840,7,94
63900,1,40
63900,11,56
63900,13,11
63900,14,1
63900,2,8
63900,4,5
63900,5,2
63900,6,2
63900,7,71
63960,10,1
63960,11,50
63960,12,1
63960,13,2
63960,14,21
63960,2,19
63960,4,25
63960,7,84
64020,10,1
64020,11,17
64020,13,4
64020,14,3
64020,2,7
64020,5,6
64020,7,13
64080,11,23
64080,12,4
64080,13,9
64080,14,17
64080,2,2
64080,4,1
64080,5,1
64080,7,74
64140,11,1
64140,13,1
64140,14,111
64140,2,1
64140,4,1
64140,5,1
64140,6,3
64140,7,112
64200,11,1
64200,12,3
64200,13,12
64200,14,22
64200,4,5
64200,5,12
64200,6,1
64200,7,251
64200,9,1
64260,12,17
64260,13,5
64260,14,30
64260,2,1
64260,4,4
64260,5,1
64260,6,2
64260,7,264
64260,9,19
64320,11,14
64320,12,1
64320,13,11
64320,14,33
64320,2,1
64320,5,27
64320,6,6
64320,7,111
64380,1,2
64380,10,2
64380,11,94
64380,12,3
64380,13,22
64380,14,5
64380,2,8
64380,4,20
64380,5,1
64380,7,339
64380,9,12
64440,1,58
64440,10,13
64440,11,72
64440,12,1
64440,13,43
64440,14,18
64440,2,6
64440,4,15
64440,5,1
64440,6,3
64440,7,558
64440,9,44
64500,1,291
64500,10,8
64500,11,124
64500,12,6
64500,13,42
64500,14,28
64500,2,10
64500,4,13
64500,5,4
64500,7,358
64500,9,102
64560,1,291
64560,10,8
64560,12,18
64560,13,50
64560,14,21
64560,2,2
64560,4,21
64560,5,4
64560,6,18
64560,7,311
64560,9,19
64620,1,218
64620,10,4
64620,12,9
64620,13,72
64620,14,40
64620,2,25
64620,4,25
64620,5,1
64620,6,38
64620,7,267
64620,9,4
64680,1,158
64680,10,12
64680,12,4
64680,13,40
64680,14,31
64680,2,4
64680,4,23
64680,6,1
64680,7,307
64680,9,14
64740,10,14
64740,11,1
64740,12,42
64740,13,32
64740,14,42
64740,4,10
64740,5,2
64740,6,9
64740,7,314
64740,9,12
64800,10,1
64800,11,1
64800,12,7
64800,13,31
64800,14,9
64800,4,5
64800,5,7
64800,6,23
64800,7,331
64800,9,21
64860,10,2
64860,11,1
64860,12,34
64860,13,55
64860,14,52
64860,2,27
64860,4,15
64860,5,1
64860,6,3
64860,7,314
64860,9,22
64920,1,2
64920,10,22
64920,12,19
64920,13,31
64920,14,32
64920,2,36
64920,4,15
64920,6,9
64920,7,267
64920,9,39
64980,1,77
64980,10,17
64980,11,5
64980,12,3
64980,13,22
64980,14,5
64980,2,12
64980,4,14
64980,5,3
64980,6,8
64980,7,160
64980,9,20
65040,10,66
65040,11,1
65040,12,168
65040,13,11
65040,14,2
65040,2,5
65040,4,6
65040,5,17
65040,6,9
65040,7,137
65040,9,5
65100,1,46
65100,10,89
65100,12,1
65100,13,1
65100,2,10
65100,4,2
65100,5,4
65100,6,1
65100,7,154
65100,9,5
65160,1,89
65160,10,2
65160,12,1
65160,14,12
65160,2,49
65160,5,1
65160,6,2
65160,7,246
65160,9,43
65220,1,76
65220,11,1
65220,12,5
65220,13,11
65220,14,8
65220,7,150
65280,1,47
65280,11,10
65280,13,17
65280,14,3
65280,2,4
65280,4,2
65280,7,127
65340,1,104
65340,11,16
65340,13,6
65340,14,9
65340,2,12
65340,4,9
65340,7,113
65400,1,50
65400,11,21
65400,13,2
65400,14,6
65400,2,25
65400,4,14
65400,5,3
65400,7,49
65460,1,21
65460,12,3
65460,13,4
65460,14,14
65460,4,9
65460,5,2
65460,7,7
65460,9,4
65520,1,69
65520,11,10
65520,13,9
65520,14,21
65520,2,1
65520,4,8
65520,7,14
65580,1,29
65580,10,6
65580,11,1
65580,13,1
65580,14,33
65580,4,4
65580,7,46
65640,1,3
65640,10,1
65640,11,22
65640,13,11
65640,14,54
65640,4,9
65640,5,1
65640,6,5
65640,7,134
65700,1,103
65700,10,4
65700,11,13
65700,12,1
65700,13,16
65700,14,14
65700,2,1
65700,4,8
65700,5,2
65700,6,14
65700,7,163
65700,9,1
65760,1,84
65760,10,5
65760,11,9
65760,12,1
65760,13,56
65760,14,103
65760,2,6
65760,4,27
65760,5,7
65760,7,223
65760,9,4
65820,1,204
65820,11,15
65820,12,3
65820,13,20
65820,14,39
65820,2,32
65820,4,19
65820,7,280
65820,9,8
65880,1,42
65880,10,6
65880,11,5
65880,12,6
65880,13,23
65880,14,57
65880,2,2
65880,4,21
65880,5,1
65880,6,2
65880,7,214
65880,9,16
65940,1,6
65940,10,31
65940,11,88
65940,13,39
65940,14,37
65940,2,2
65940,4,9
65940,6,2
65940,7,195
65940,9,13
66000,1,195
66000,10,2
66000,11,20
66000,12,5
66000,13,48
66000,14,68
66000,2,4
66000,4,5
66000,5,7
66000,6,1
66000,7,315
66000,9,2
66060,1,250
66060,10,34
66060,11,10
66060,12,4
66060,13,59
66060,14,43
66060,2,11
66060,4,55
66060,5,13
66060,6,4
66060,7,300
66060,9,4
66120,1,141
66120,10,25
66120,11,13
66120,12,3
66120,13,22
66120,14,78
66120,2,1
66120,4,4
66120,5,21
66120,6,1
66120,7,264
66120,9,5
66180,1,151
66180,10,79
66180,11,15
66180,12,6
66180,13,28
66180,14,34
66180,2,3
66180,5,12
66180,6,3
66180,7,242
66180,9,6
66240,1,105
66240,10,50
66240,11,17
66240,12,14
66240,13,25
66240,14,53
66240,2,17
66240,4,2
66240,5,4
66240,6,3
66240,7,291
66240,9,17
66300,1,36
66300,10,64
66300,11,6
66300,12,2
66300,13,24
66300,14,36
66300,2,23
66300,4,4
66300,5,6
66300,6,1
66300,7,427
66300,9,23
66360,10,8
66360,11,31
66360,12,2
66360,13,38
66360,14,46
66360,2,13
66360,4,15
66360,5,9
66360,6,1
66360,7,448
66360,9,10
66420,10,3
66420,11,3
66420,12,2
66420,13,41
66420,14,10
66420,2,2
66420,4,7
66420,5,5
66420,6,20
66420,7,392
66420,9,33
66480,1,5
66480,10,19
66480,11,5
66480,12,1
66480,13,33
66480,14,36
66480,2,1
66480,4,3
66480,5,1
66480,7,191
66480,9,2
66540,1,4
66540,10,4
66540,13,47
66540,14,1
66540,2,1
66540,4,3
66540,5,3
66540,6,6
66540,7,122
66540,9,13
66600,12,14
66600,13,15
66600,14,6
66600,4,6
66600,5,1
66600,6,4
66600,7,100
66600,9,6
66660,13,32
66660,14,13
66660,4,3
66660,5,6
66660,7,30
66660,9,6
66720,1,32
66720,11,3
66720,12,1
66720,13,13
66720,14,3
66720,4,11
66720,5,4
66720,6,16
66720,7,92
66780,1,42
66780,11,8
66780,13,8
66780,14,5
66780,2,11
66780,4,6
66780,5,5
66780,6,7
66780,7,92
66840,1,38
66840,10,13
66840,11,1
66840,12,5
66840,13,13
66840,14,11
66840,2,3
66840,4,25
66840,5,31
66840,7,64
66900,1,8
66900,10,1
66900,11,6
66900,13,86
66900,14,13
66900,2,15
66900,4,11
66900,5,4
66900,7,24
66960,1,6
66960,10,6
66960,11,3
66960,12,4
66960,13,7
66960,14,20
66960,2,36
66960,4,46
66960,5,3
66960,6,2
66960,7,18
67020,1,14
67020,10,2
67020,11,5
67020,12,4
67020,13,13
67020,14,25
67020,4,8
67020,5,2
67020,6,4
67020,7,113
67080,1,60
67080,10,16
67080,11,14
67080,12,4
67080,13,9
67080,14,27
67080,4,18
67080,5,1
67080,6,1
67080,7,182
67140,1,124
67140,11,33
67140,12,22
67140,13,19
67140,14,18
67140,2,15
67140,4,17
67140,5,2
67140,6,1
67140,7,211
67140,9,2
67200,1,217
67200,10,29
67200,11,56
67200,12,19
67200,13,44
67200,14,29
67200,2,2
67200,4,55
67200,5,5
67200,7,346
67200,9,4
67260,1,333
67260,10,32
67260,11,50
67260,12,1
67260,13,55
67260,14,18
67260,2,1
67260,4,27
67260,5,10
67260,6,1
67260,7,392
67260,9,5
67320,1,196
67320,10,23
67320,11,3
67320,12,18
67320,13,42
67320,14,16
67320,2,1
67320,4,18
67320,5,17
67320,6,9
67320,7,236
67320,9,5
67380,1,167
67380,10,10
67380,11,1
67380,12,15
67380,13,32
67380,14,20
67380,2,3
67380,4,45
67380,5,7
67380,6,7
67380,7,264
67380,9,3
67440,1,156
67440,10,36
67440,11,1
67440,12,3
67440,13,34
67440,14,27
67440,2,5
67440,4,19
67440,5,1
67440,6,12
67440,7,239
67500,1,163
67500,10,33
67500,12,8
67500,13,33
67500,14,13
67500,2,8
67500,4,1
67500,5,19
67500,6,11
67500,7,238
67500,9,41
67560,1,176
67560,10,41
67560,11,2
67560,12,1
67560,13,28
67560,14,49
67560,4,1
67560,5,4
67560,6,2
67560,7,275
67560,9,24
67620,1,157
67620,10,30
67620,11,81
67620,12,2
67620,13,27
67620,14,200
67620,2,41
67620,4,1
67620,5,6
67620,6,6
67620,7,245
67620,9,2
67680,1,195
67680,10,27
67680,11,34
67680,13,41
67680,14,29
67680,2,9
67680,5,13
67680,6,29
67680,7,210
67680,9,5
67740,1,43
67740,10,17
67740,11,8
67740,12,3
67740,13,21
67740,14,10
67740,2,6
67740,4,1
67740,5,6
67740,6,11
67740,7,204
67740,9,4
67800,1,1
67800,10,45
67800,11,1
67800,12,11
67800,13,44
67800,14,7
67800,2,5
67800,5,6
67800,6,1
67800,7,131
67800,9,8
67860,1,73
67860,10,13
67860,11,13
67860,13,25
67860,14,6
67860,2,1
67860,7,201
67860,9,12
67920,1,29
67920,10,10
67920,11,5
67920,12,2
67920,13,28
67920,14,14
67920,2,8
67920,5,5
67920,6,1
67920,7,191
67920,9,5
67980,1,72
67980,10,8
67980,13,21
67980,14,16
67980,2,8
67980,6,20
67980,7,188
67980,9,6
68040,1,23
68040,10,1
68040,11,2
68040,13,23
68040,14,1
68040,2,7
